basin_id,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean
GB000239,35003,Alde at Farnham,GB,GB_NRFA,Alde at Farnham,1.45,52.19,1.45,52.19,5.2,62.78,62.739,0,0.0653074227461037,1961-10-01,2021-09-30,61,719,21842,10651,73.0,0.0,21842.0,0.0,B,,1005,1,['GB000239'],0.445,0.29,1.889,2.596,0.425,131.333,28.347,0.061,1.749,26.438,2.779,82.759,14.303,0.0,1.53,1.809,1.182,0.049,0.014,16.491,1.181,1.0,241.092,4.296,4.0,65.005,42.405,4.692,1.459,92.089,0.0,0.554,0.19,9,26.5,0.0,0.0,100.0,0.0,0.0,0.0,78.06,21.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,54.083,50.746,32.365,16.889,4.143,1.465,0.846,0.096,0.591,0.0,0.877,0.103,0.014,0.0,0.98,0.0,0.0,0.0,0.0,0.0,1.521,,,2.0
GB000421,5003,Glass at Kerrow Wood,GB,GB_NRFA,Glass at Kerrow Wood,-4.74,57.35,-4.74,57.35,52.9,487.7,487.655,0,0.0092269838015205,1988-10-01,2021-09-30,34,396,12053,12053,0.0,0.0,12053.0,0.0,B,,1081,1,['GB000421'],5.585,0.952,1.224,2.243,0.682,136.606,18.26,1.526,13.126,0.273,1.125,1.758,3.053,0.0,5.17,1.346,0.26,-0.298,0.065,6.316,1.254,2.0,136.887,2.985,3.0,1174.552,498.335,47.57,14.849,7.756,44.525,0.651,0.17,2,0.874,1.059,97.224,0.0,0.0,0.0,0.0,0.0,0.0,97.224,0.0,0.0,0.0,0.0,0.0,0.911,0.0,0.148,0.0,94.601,130.0,0.0,96.425,32.072,31.871,30.945,3.196,0.707,18.433,0.087,0.432,0.001,0.0,0.013,0.14100000000000001,0.609,0.013,2.0,2.0,6.0,14.21,282.89,18.709,0.0,0.0,2.0
FR001405,M521401020,M5214020,FR,FR_EAUFRANCE,L'Hyrôme à Chanzeaux et à Saint-Lambert-du-Lattay,-0.621667,47.302061,-0.621667,47.302061,25,151.0,152.435,0,-0.950331125827816,1980-10-01,2023-09-30,44,516,15705,15705,0.0,14967.0,0.0,738.0,A,,732,3,"['FR004055', 'FR001405', 'FR001406']",0.5,0.258,2.395,3.358,0.445,129.524,19.283,0.014,1.895,25.289,3.568,126.164,13.899,0.003,1.885,2.36,1.252,-0.187,0.008,18.423,1.191,1.0,240.765,4.799,4.0,215.789,100.469,24.811,1.854,86.258,0.014,0.73,0.135,10,1.363,22.76,0.0,0.523,76.717,0.0,76.717,0.0,0.523,0.0,0.0,0.0,0.0,0.0,0.0,4.542,0.0,0.586,17.632,113.816,130.0,30.0,54.142,46.671,36.467,16.862,6.625,1.455,1.149,0.151,0.635,0.057,0.457,0.4730000000000001,0.014,0.0,0.9300000000000002,0.0,0.0,0.0,0.0,0.0,0.553,3.724,7.423,0.0
DENW1137,2766199000100,Kickenbach,DE,DE_NW,Lenne,8.100413739829266,51.10887224790695,8.100413739829268,51.10887224790695,"281,73",187.0,186.572,0,0.2288770053475921,1951-01-11,2022-04-01,72,856,25633,25590,381.0,0.0,25633.0,0.0,B,,1,2,"['DENW1137', 'DENW1208']",1.827,0.599,1.115,2.886,0.445,147.58,30.264,0.17,6.237,8.008,1.643,65.304,3.894,0.0,3.049,1.847,0.606,-0.101,0.088,14.45,1.199,2.0,200.177,3.656,3.0,844.762,545.411,286.119,13.261,4.68,40.059,0.502,0.177,2,0.971,0.0,73.495,26.505,0.0,0.0,0.0,0.0,26.505,73.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.73,130.0,30.0,52.597,42.303,37.703,19.995,8.973,1.412,1.433,0.176,0.613,0.039,0.02,0.21599999999999997,0.719,0.001,0.23599999999999996,0.0,0.0,0.0,0.0,0.0,9.782,0.0,0.0,20.0
GB000051,18002,Devon at Glenochil,GB,GB_NRFA,Devon at Glenochil,-3.84,56.14,-3.84,56.14,5.5,178.68,178.765,0,-0.047571076785303,1959-01-01,2021-09-30,63,753,22919,22919,0.0,0.0,22919.0,0.0,B,,936,1,['GB000051'],2.343,0.922,0.949,2.173,0.571,130.855,22.226,0.51,7.067,5.211,1.58,11.522,5.562,0.0,2.519,1.601,0.636,-0.062,0.024,10.369,1.129,1.0,193.042,3.366,3.0,718.26,288.722,7.672,9.898,20.5,23.247,0.637,0.226,7,1.395,49.842,23.201999999999998,4.277,22.678,13.003,9.675,0.0,4.277,0.0,1.022,22.18,0.0,0.0,0.0,0.0,0.0,1.936,47.906,96.188,130.0,30.0,66.921,43.796,37.707,18.497,8.409,0.998,9.245,0.144,0.589,0.034,0.045,0.261,0.094,0.519,0.306,5.0,5.0,4.0,0.82,5.27,7.554,0.164,0.0,2.0
AT000191,206151,Edtmuehle,AT,AT_EHYD,Faule Aschach,13.79992996,48.32517155,13.79992996025701,48.3251715587411,362,56.4,56.284,0,0.2056737588652476,1976-01-01,2021-12-31,46,552,16802,16802,0.0,0.0,16802.0,0.0,B,,2,1,['AT000191'],1.116,0.458,1.004,1.665,0.503,152.156,28.604,0.212,3.454,10.978,1.7,21.738,6.173,0.011,2.43,2.168,0.892,0.301,0.084,17.594,1.199,4.0,225.779,3.907,1.0,500.525,414.911,363.788,3.255,52.46,0.0,0.642,0.118,9,12.429,5.845,0.0,94.155,0.0,0.0,0.0,94.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.845,0.0,0.0,0.0,54.211,130.0,50.0,53.619,45.86,30.912,23.228,4.825,1.394,0.887,0.126,0.543,0.07600000000000001,0.602,0.256,0.066,0.0,0.858,0.0,0.0,0.0,0.0,0.0,8.51,,,3.0
GB000171,28067,Derwent at Church Wilne,GB,GB_NRFA,Derwent at Church Wilne,-1.35,52.88,-1.35,52.88,31,1176.63,1177.462,0,-0.0707104187382507,1973-05-01,2021-09-30,49,581,17685,17685,0.0,0.0,17685.0,0.0,B,,971,8,"['GB000146', 'GB000154', 'GB000161', 'GB000164', 'GB000167', 'GB000171', 'GB000177', 'GB000182']",1.386,0.556,1.304,2.117,0.655,136.167,22.316,0.362,3.913,2.478,1.667,1.941,2.474,0.0,2.469,1.7,0.688,-0.072,0.026,12.366,1.111,1.0,205.131,3.619,3.0,635.156,242.137,31.887,5.714,34.861,6.425,0.5,0.179,10,1.529,2.719,0.339,32.086,64.465,13.928,50.537,6.966,25.12,0.0,0.0,0.339,0.0,0.0,0.0,0.0,0.0,0.0,2.719,87.924,130.0,0.0,53.383,48.04,31.392,20.062,6.706,1.398,2.015,0.167,0.646,0.088,0.094,0.533,0.059000000000000004,0.12,0.627,4.0,4.0,6.0,4.02,52.65,3.449,0.667,4.035,5.0
CH000080,2252,Plaffeien-Schwyberg,CH,CH_CAMELS,Schwändlibach,7.29,46.69,7.29,46.69,1242,1.4,1.377,0,1.6428571428571366,1981-01-01,2019-07-01,39,463,14061,14061,0.0,0.0,14061.0,0.0,B,,1,2,"['CH000079', 'CH000080']",2.166,0.647,1.508,4.558,0.26,194.676,25.623,0.063,10.353,48.783,2.184,167.26,7.665,0.034,3.409,1.818,0.533,0.062,0.219,16.07,1.2,2.0,218.494,3.892,1.0,1633.672,1444.942,1239.387,13.146,0.0,27.306,0.627,0.0,8,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,115.0,73.005,38.0,42.0,20.0,4.0,0.841,4.59,0.123,0.497,0.0,0.0,0.554,0.446,0.0,0.554,0.0,0.0,0.0,0.0,0.0,23.066,,,0.0
AT000217,205369,Raudaschlsaege,AT,AT_EHYD,Ager,13.60756321,47.95372596,13.60756321171531,47.9537259670773,466,462.9,467.716,0,-1.040397494059199,1951-01-01,2021-12-31,71,852,25933,25933,0.0,0.0,25933.0,0.0,B,,2,6,"['AT000212', 'AT000213', 'AT000214', 'AT000215', 'AT000216', 'AT000217']",3.109,0.814,1.2,1.92,0.688,199.386,27.686,1.156,7.784,,,1.479,8.75,0.0,3.8,2.048,0.539,0.32,0.1,15.049,1.226,4.0,203.456,3.47,1.0,1804.169,695.485,465.395,11.806,24.184,32.733,0.613,0.183,9,1.684,0.0,0.0,85.40899999999999,0.0,0.0,0.0,61.049,24.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.05,130.0,0.0,47.734,35.92,32.736,18.816,6.793,1.225,1.098,0.191,0.57,0.061,0.008,0.267,0.481,0.028,0.275,0.0,0.0,4.0,62.44,2163.08,13.515,0.0,0.063,26.0
FR003938,L023151001,Le Taurion Ã  Pontarion,FR,FR_EAUFRANCE,Le Taurion à Pontarion,1.8468,45.996519,1.8468,45.996519,440,385.0,385.391,0,-0.1015584415584466,1921-01-01,2023-09-30,103,1233,37528,37528,0.0,35636.0,0.0,1892.0,C,,732,2,"['FR001185', 'FR003938']",1.456,0.496,1.448,2.582,0.635,147.403,24.642,0.169,4.26,1.606,1.761,49.514,10.251,0.0,2.936,2.296,0.782,-0.113,0.03,16.396,1.188,2.0,216.968,4.037,4.0,902.761,606.928,436.709,5.197,26.593,1.146,0.62,0.141,4,1.019,90.834,9.166,0.0,0.0,0.0,0.0,0.0,0.0,9.166,0.0,0.0,0.0,0.0,0.0,90.834,0.0,0.0,0.0,75.579,130.0,0.0,51.294,46.618,34.171,18.158,9.108,1.38,1.569,0.23,0.711,0.005,0.001,0.376,0.563,0.047,0.377,1.0,1.0,2.0,2.35,23.35,1.904,0.0,0.0,6.0
DESH1311,114290,Bokel-Störbek,DE,DE_SH,Störbek,9.724337854460448,53.87038543078926,9.724337854460448,53.87038543078926,2.186 m NHN,32.95,33.851,0,-2.734446130500748,1988-12-01,2022-05-01,35,400,11908,8948,297.0,0.0,11908.0,0.0,B,,97,1,['DESH1311'],0.828,0.361,0.615,1.584,0.673,140.792,24.098,0.247,2.063,0.859,1.333,3.926,7.529,0.0,2.206,1.885,0.854,0.123,0.033,16.001,1.184,4.0,220.859,3.949,3.0,40.022,21.114,4.14,0.77,99.307,0.0,0.715,0.075,11,40.379,0.0,0.0,14.16,85.84,85.84,0.0,14.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,46.806,82.219,11.094,6.688,5.25,1.588,5.558,0.179,0.644,0.009,0.298,0.42400000000000004,0.227,0.0,0.722,0.0,0.0,1.0,0.13,0.22,5.025,0.0,0.0,7.0
GB000557,69030,Sankey Brook at Causey Bridges,GB,GB_NRFA,Sankey Brook at Causey Bridges,-2.62,53.43,-2.62,53.43,7.4,147.74,147.836,0,-0.0649790171923674,1977-01-01,2021-09-30,45,537,16304,13941,40.0,0.0,16304.0,0.0,B,,1136,1,['GB000557'],1.517,0.679,1.143,1.976,0.595,131.833,26.67,0.423,4.424,2.464,1.279,1.232,2.5,0.0,2.209,1.718,0.778,0.028,0.011,11.935,1.096,1.0,204.863,3.584,3.0,172.396,52.418,11.481,1.497,90.867,0.001,0.571,0.109,11,27.609,0.0,0.0,0.0,100.0,64.27,35.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,53.154,54.163,29.912,15.925,4.177,1.504,1.208,0.1,0.54,0.335,0.556,0.019,0.006,0.006,0.5750000000000001,0.0,0.0,2.0,0.18,0.49,2.55,0.0,0.0,0.0
GB000346,41003,Cuckmere at Sherman Bridge,GB,GB_NRFA,Cuckmere at Sherman Bridge,0.18,50.83,0.18,50.83,3.7,130.33,130.346,0,-0.0122765288114717,1959-02-01,2021-09-30,62,735,22311,10073,577.0,0.0,22311.0,0.0,B,,1039,3,"['GB000346', 'GB000355', 'GB000363']",0.93,0.441,1.811,4.362,0.362,118.333,25.989,0.048,3.921,40.354,3.105,167.163,11.957,0.0,2.123,1.783,0.84,-0.126,0.008,18.111,1.194,1.0,234.714,4.395,4.0,211.351,53.89,3.517,2.579,67.592,0.272,0.583,0.165,10,11.598,0.0,0.0,0.853,99.147,0.0,99.147,0.0,0.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.231,130.0,30.0,56.459,39.423,34.708,25.869,5.215,1.393,1.074,0.152,0.693,0.048,0.257,0.602,0.08299999999999999,0.0,0.859,1.0,1.0,1.0,0.42,1.27,1.241,0.0,0.188,3.0
SE000146,2219,DÖMSTA,SE,SE_SMHI,HEDSTRÖMMEN,15.8858,59.5365,15.8858,59.5365,,998.2,1018.704,0,-2.0540973752754863,1978-08-10,2023-04-10,46,537,16312,16279,3.0,16216.0,0.0,96.0,A,,1880,1,['SE000146'],0.905,0.487,1.521,2.328,0.667,156.068,34.138,0.054,2.434,,,88.379,21.451,0.0,1.811,1.659,0.916,0.25,0.186,19.076,1.135,4.0,245.01,4.362,3.0,383.798,156.405,22.916,2.852,63.172,0.108,0.505,0.179,4,13.908,99.965,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,76.882,0.0,23.083,0.0,70.217,130.0,30.0,70.301,55.061,28.203,16.736,9.874,1.111,8.292,0.158,0.576,0.006,0.046,0.023,0.6940000000000001,0.133,0.069,0.0,0.0,90.0,76.63,496.36,18.386,0.198,0.368,10.0
ES000392,9080,ZURIZA                             ,ES,ES_CEDEX,,-0.82030396,42.86262248,-0.820303965977124,42.86262248649624,1187,47.0,46.815,0,0.3936170212766005,1942-10-04,2019-09-30,73,807,24118,7387,4003.0,0.0,24118.0,0.0,D,,540,1,['ES000392'],3.236,1.066,-0.092,3.402,0.524,165.649,34.484,0.185,10.704,6.647,1.747,86.647,13.192,0.002,3.003,2.369,0.789,-0.209,0.082,15.268,1.251,1.0,228.509,4.465,4.0,2350.923,1685.591,1196.604,21.635,0.833,76.722,0.766,0.045,8,0.699,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.217,130.0,30.0,52.406,41.783,36.304,21.913,8.717,1.4,1.012,0.092,0.383,0.0,0.0,0.0,0.29000000000000004,0.71,0.0,0.0,0.0,0.0,0.0,0.0,22.775,0.0,0.0,0.0
AT000534,212217,Obernussdorf,AT,AT_EHYD,Debantbach,12.82924458,46.86482077,12.82924458640793,46.86482077857895,1169,56.8,58.089,0,-2.269366197183101,1986-01-02,2021-12-31,36,432,13148,13148,0.0,0.0,13148.0,0.0,B,,2,1,['AT000534'],2.931,0.787,1.313,2.692,0.694,254.029,9.63,0.67,8.755,1.639,1.686,7.417,19.071,0.0,3.567,1.604,0.45,0.461,0.257,15.392,1.178,4.0,197.452,3.392,2.0,3166.666,2170.383,1158.881,26.98,0.415,88.521,0.586,0.133,2,0.612,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.525,70.0,0.0,41.128,66.246,21.016,11.098,10.033,1.55,1.773,0.06,0.26,0.0,0.0,0.013,0.247,0.7389999999999999,0.013,0.0,0.0,0.0,0.0,0.0,36.491,,,11.0
FR000688,J260301001,J2603010,FR,FR_EAUFRANCE,Le Jarlot à Plougonven,-3.7992846,48.56531074,-3.800331,48.566756,18,43.5,43.225,1,0.6321839080459737,1966-07-01,2023-09-30,58,682,20732,14518,179.0,20549.0,65.0,118.0,A,,722,1,['FR000688'],1.462,0.537,1.402,2.67,0.735,146.222,18.085,0.338,4.038,0.531,1.667,8.6,8.237,0.0,2.675,1.867,0.698,-0.341,0.004,13.797,1.151,2.0,203.048,3.999,4.0,306.327,161.837,25.0,4.001,42.115,0.211,0.574,0.11,2,1.026,31.014,46.902,0.0,22.084,0.0,22.084,0.0,0.0,46.902,0.0,0.0,0.0,0.0,0.0,31.014,0.0,0.0,0.0,74.762,130.0,30.0,51.537,41.929,37.762,20.31,8.595,1.409,1.395,0.146,0.697,0.034,0.4,0.35200000000000004,0.204,0.01,0.752,0.0,0.0,0.0,0.0,0.0,1.685,0.267,0.325,1.0
FR003472,G710061010,La Ganzeville Ã  Ganzeville,FR,FR_EAUFRANCE,La Ganzeville à Ganzeville,0.412165,49.73452,0.412165,49.73452,25,89.3,90.075,0,-0.8678611422172516,1980-03-20,2023-09-30,44,521,15760,11286,140.0,15347.0,69.0,344.0,A,,691,1,['FR003472'],0.79,0.359,2.095,1.175,0.928,181.359,20.455,0.352,1.333,,,0.233,5.0,0.0,2.116,1.792,0.847,-0.066,0.008,15.008,1.157,1.0,223.14,4.24,4.0,155.807,125.813,27.489,2.066,84.591,0.678,0.46,0.228,8,32.327,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,56.003,38.764,37.191,24.045,5.607,1.387,0.909,0.108,0.593,0.03,0.739,0.168,0.058,0.0,0.907,0.0,0.0,0.0,0.0,0.0,2.159,0.029,0.11,0.0
FR004160,O234401001,Le Girou Ã  CÃ©pet,FR,FR_EAUFRANCE,Le Girou à Cépet,1.433759,43.752697,1.433759,43.752697,126,526.0,525.849,0,0.0287072243345919,1968-09-28,2023-09-30,47,534,16156,13592,3935.0,16028.0,20.0,108.0,D,,541,4,"['FR004160', 'FR001594', 'FR001595', 'FR001596']",0.391,0.211,2.678,4.852,0.517,153.65,36.128,0.011,1.47,22.214,4.381,138.31,25.559,0.0,1.819,2.652,1.458,-0.076,0.008,19.92,1.203,3.0,256.508,4.993,4.0,356.593,215.041,121.919,4.051,42.732,0.186,0.493,0.144,9,2.336,0.0,0.0,89.225,10.775,10.775,0.0,89.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.178,130.0,30.0,57.38,26.628,36.087,37.285,8.448,1.305,1.128,0.08,0.478,0.026000000000000002,0.817,0.128,0.027,0.0,0.945,4.0,4.0,7.0,1.76,8.63,0.313,75.349,118.812,2.0
CH000010,2033,Ilanz,CH,CH_CAMELS,Vorderrhein,9.21,46.78,9.21,46.78,700,774.0,774.209,0,-0.0270025839793212,1981-01-01,2020-12-31,40,480,14610,14610,0.0,0.0,14610.0,0.0,B,,1,2,"['CH000139', 'CH000010']",3.688,0.849,0.728,1.602,0.712,242.641,12.499,0.988,8.798,0.275,1.222,7.175,1.612,0.0,4.34,1.363,0.314,0.181,0.407,12.818,1.179,4.0,199.539,3.589,1.0,3582.193,2024.761,697.249,25.601,1.054,83.487,0.577,0.133,2,0.73,14.717999999999998,45.894999999999996,13.902999999999999,25.004,11.569,13.435,5.768,8.135,44.736,1.159,0.0,0.0,0.0,1.476,12.732,0.166,0.344,0.0,65.913,130.0,0.0,22.763,55.303,11.392,5.284,7.505,1.177,1.014,0.075,0.272,0.009,0.0,0.101,0.187,0.6970000000000001,0.101,7.0,5.0,3.0,1.88,153.4,38.068,0.667,0.667,3.0
FR003048,Y561503001,Y5615030,FR,FR_EAUFRANCE,Le Loup à Villeneuve-Loubet [Moulin du Loup],7.137355,43.648218,7.137355,43.648218,2,288.62,287.142,0,0.512092024114756,1980-04-16,2023-09-30,44,520,15801,10564,72.0,14087.0,175.0,1539.0,C,,770,13,"['FR003047', 'FR003048', 'FR003049', 'FR003050', 'FR003051', 'FR003052', 'FR003053', 'FR003054', 'FR003055', 'FR003056', 'FR003057', 'FR003058', 'FR003059', 'FR003060', 'FR003061']",1.333,0.57,1.415,3.377,0.48,120.683,44.66,0.084,5.175,20.089,3.74,107.978,21.701,0.0,2.313,2.451,1.06,-0.304,0.009,22.437,1.415,1.0,284.21,7.014,4.0,1759.183,831.299,1.79,13.511,9.223,36.644,0.497,0.164,8,0.908,1.441,0.0,98.559,0.0,0.0,0.0,14.557,84.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.441,113.972,130.0,30.0,53.813,39.014,39.45,21.535,9.599,1.394,0.999,0.128,0.569,0.094,0.0,0.065,0.388,0.44499999999999995,0.065,0.0,0.0,0.0,0.0,0.0,3.005,2.841,0.926,10.0
DEBY0397,13405408,Weißenburg-Gunzenhausen,DE,DE_BY,Altmühl,10.75367374951841,49.10050975551975,10.75367374951841,49.10050975551975,409.50,688.0,690.921,0,-0.4245639534883793,1975-11-01,2023-08-19,49,532,15457,15037,2002.0,0.0,15457.0,0.0,D,,2,4,"['DEBY0397', 'DEBY0439', 'DEBY0451', 'DEBY0820']",0.522,0.27,1.892,2.467,0.584,147.675,24.431,0.098,1.676,6.217,4.175,22.645,5.841,0.0,1.895,2.128,1.123,0.187,0.067,16.967,1.194,4.0,235.295,4.115,1.0,629.336,452.031,410.25,2.231,76.361,0.045,0.549,0.154,9,1.596,0.0,0.0,95.942,3.257,3.257,0.0,95.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.348,130.0,0.0,52.425,41.224,29.06,28.997,4.779,1.374,1.714,0.148,0.586,0.034,0.373,0.337,0.233,0.016,0.71,1.0,1.0,2.0,4.07,14.31,6.127,2.88,3.162,41.0
DENW1197,2782190000100,Niederalme,DE,DE_NW,Alme,8.62445062767685,51.46002205580823,8.62445062767685,51.46002205580823,"304,85",33.69,33.391,0,0.8875037102997908,1971-01-11,2022-12-08,52,624,18559,18292,401.0,0.0,18559.0,0.0,B,,1,1,['DENW1197'],2.119,0.822,0.7,1.113,0.815,178.939,12.587,1.017,3.612,,,,,0.0,2.624,1.823,0.695,-0.013,0.083,15.851,1.182,4.0,206.736,3.612,3.0,617.532,442.458,309.126,4.631,36.86,2.353,0.663,0.012,8,1.016,0.0,1.564,95.141,3.295,0.0,3.295,21.643,73.498,1.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.97,130.0,30.0,52.354,39.03,39.606,21.364,6.788,1.4,1.091,0.145,0.583,0.057999999999999996,0.525,0.251,0.165,0.0,0.776,0.0,0.0,0.0,0.0,0.0,7.709,0.0,0.0,11.0
CH000132,2415,Rheinsfelden,CH,CH_CAMELS,Glatt,8.48,47.57,8.48,47.57,360,417.4,417.454,0,-0.0129372304743724,1981-01-01,2020-12-31,40,480,14610,14610,0.0,0.0,14610.0,0.0,B,,1,1,['CH000132'],1.654,0.57,1.566,1.431,0.726,172.667,24.972,0.662,3.601,0.225,1.286,,,0.0,2.917,2.122,0.728,0.282,0.044,16.464,1.168,4.0,220.451,3.86,1.0,1075.293,504.416,342.542,4.048,51.827,2.182,0.549,0.182,11,10.596,0.0,0.0,31.128999999999998,66.23,66.23,0.0,30.7,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.288,150.0,0.0,48.78,48.925,30.611,18.06,7.442,1.369,2.406,0.166,0.576,0.274,0.44,0.009,0.21400000000000002,0.014,0.449,1.0,0.0,2.0,10.67,64.69,5.455,6.839,6.839,3.0
ES000449,9139,IGEA                               ,ES,ES_CEDEX,,-2.01129502,42.07452867,-2.011295026272033,42.07452867133694,540,326.0,325.071,0,0.2849693251533661,1951-10-01,2019-09-30,68,792,23849,10331,988.0,0.0,23849.0,0.0,B,,540,2,"['ES000357', 'ES000449']",0.288,0.209,2.758,5.71,0.452,167.724,48.713,0.0,1.356,57.6,11.827,189.433,34.263,0.124,1.389,2.824,2.033,-0.166,0.034,21.852,1.292,3.0,270.114,5.917,4.0,1712.809,1115.239,552.887,12.146,4.29,29.508,0.567,0.149,9,0.938,0.0,0.0,100.0,0.0,0.0,0.0,99.295,0.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.04,130.0,30.0,49.827,39.402,38.692,21.907,9.069,1.395,1.207,0.087,0.489,0.001,0.111,0.045,0.241,0.603,0.156,1.0,1.0,0.0,0.0,0.0,1.488,0.0,0.495,0.0
GB000197,31010,Chater at Fosters Bridge,GB,GB_NRFA,Chater at Fosters Bridge,-0.58,52.62,-0.58,52.62,38.4,68.81,68.851,0,-0.0595843627379695,1968-01-03,2021-09-30,54,645,19630,19630,0.0,0.0,19630.0,0.0,B,,987,1,['GB000197'],0.654,0.397,1.832,2.73,0.58,139.547,26.769,0.095,2.196,9.88,1.752,43.837,10.471,0.0,1.647,1.888,1.146,0.071,0.019,15.888,1.143,4.0,237.165,4.081,4.0,230.786,114.289,43.769,3.103,51.581,0.0,0.455,0.163,9,1.037,0.0,0.0,100.0,0.0,0.0,0.0,69.208,30.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.254,130.0,30.0,48.765,41.155,30.535,28.31,5.282,1.382,1.005,0.109,0.615,0.033,0.687,0.249,0.015,0.0,0.936,0.0,0.0,0.0,0.0,0.0,1.911,0.0,0.304,1.0
DETH2078,5702500000,Kaulsdorf,DE,DE_TH,Saale,11.442,50.614,11.442,50.614,,1665.0,1670.0,0,-0.3003003003003003,1954-11-01,2021-12-31,68,806,24533,24533,0.0,0.0,24533.0,0.0,B,,63,10,"['DEBY0512', 'DEBY0513', 'DEBY0575', 'DEBY0582', 'DEBY0597', 'DEBY0691', 'DEBY0876', 'DETH2077', 'DETH2083', 'DETH2078']",0.836,0.409,1.451,1.93,0.648,161.47,30.623,0.263,2.429,1.682,4.708,6.581,5.667,0.002,2.035,1.95,0.958,0.171,0.107,15.647,1.158,4.0,223.948,3.884,1.0,850.756,544.543,233.666,4.814,35.47,2.849,0.62,0.194,2,1.1,17.009,44.183,37.516,0.202,0.0,0.202,37.516,0.0,44.183,0.0,0.0,0.0,0.0,0.0,1.005,0.0,0.368,15.636,124.616,130.0,0.0,52.763,41.636,36.653,20.511,7.64,1.38,1.768,0.136,0.554,0.048999999999999995,0.37,0.212,0.34800000000000003,0.005,0.582,6.0,5.0,14.0,16.0,414.77,10.295,44.759,0.0,88.0
